网站,标题,时间,作者,文本,总结
https://www.163.com/dy/article/IHTK8PK105562KAM.html, 中方船舶被刮伤后，菲律宾肯“认罪”了？马科斯一句话激起千层浪, 2023-10-25 16:40:43, 喵哥生活分享, 南海风波不断，刮伤中国船只后，菲律宾终于肯“认罪”了吗？马科斯对此事做出了反应，他的言论引起了轩然大波。那么，马科斯到底说了什么呢？菲律宾能正视自己的错误吗？近期，南海局势动荡不断，尤其是仁爱礁问题。菲律宾经常对中国进行挑衅。这不，在“坐滩”的军舰即将解体的情况下，菲律宾于10月22日恢复行动。同一天，菲律宾再次试图进入中国仁爱礁海域，向非法“搁浅”的军舰运送建筑材料和物资。中国海警依法拦截。但菲的船只两次故意与中国船只相撞，造成中国渔船琼三沙00003号右舷受损。从两次碰撞来看，完全是菲律宾船只主动采取行动。整个过程中，菲律宾船只的行为极其不专业且危险。尽管中国海警多次发出警告，但菲律宾船只仍然没有。中国船只因挑衅行为而被划伤。菲律宾船员应对此次事件承担全部责任。值得注意的是，虽然事实就在眼前，但但菲的法律团队似乎并不想“请认罪”，更不想道歉。23日，国防部长指责菲律宾特奥多罗“黑化”中国。他表示，南海船只“相撞”事件的真相根本不是中方所说的那样。他还谎称中国的行为“严重违反国际法”。挺有趣的。从国际法上讲，仁爱礁是国际社会承认的中国领土。菲律宾如果非法侵犯中国岛礁，哪有脸去讨论国际法？菲律宾国家安全委员会发言人也表示，中国海警“干扰”菲律宾的补给行动，并造成一艘菲律宾船只受损。这又是废话了。菲律宾船只确实受损，这是菲律宾自己的过错。如果菲律宾船只不是故意撞中国船只，怎么会受损呢？此外，中国船只也受损，菲律宾也没有主动承担损失并道歉。现在菲律宾却反其道而行之，真是颠倒黑白。更讽刺的是，菲律宾总统饶明也是如此。饶明表示，菲律宾船只在南海与中国海警船“相撞”后受损。马科斯的话可谓是激起千层浪。谁能想到，身为国家元首的饶明竟然公然表现出小人的样子，让人怀疑整个菲律宾都在相互勾结。马科斯这句话的意思非常明显。这无疑告诉中国，菲律宾不仅拒绝承认菲舰的错误行为，而且拒绝向中国道歉，故意混淆是非，甚至想将这一事件的“脏水”全部泼出去。在中国海警。不得不说，论震撼力，没有人能比得上菲律宾。就连中菲仁爱礁相撞事件也被完整记录。尽管证据确凿，菲律宾却能够毫无羞耻、不惊慌地编造事实。人们由此怀疑美国是这起事件的幕后黑手，纵容菲律宾坠机。底气十足地大胆挑衅中国。中方多次提醒我们注意仁爱礁问题，可惜马科斯不听，一意孤行。对此，中国外交部作出回应。菲律宾应该停止挑衅行为。即使菲律宾做出恶行，中方在仁爱礁问题上的坚定立场也不会改变。作为挑衅者，菲律宾必须在此事上作出解释。此次事件发生后，虽然菲律宾出现了翻墙之势，但中国仍会控制该控制的，决不会让仁爱礁乃至中国其他岛礁落入他人手中。如果菲律宾有这个想法，就应该尽快阻止。否则，当中菲在南海爆发军事冲突时，菲律宾就会凭借其海军力量来找麻烦。即使菲律宾得到美国的支持，中国捍卫领土主权的决心也不会动摇。如果菲律宾一意孤行，追随美国，那么如果中菲在南海爆发更严重的冲突，菲律宾也不会怪罪中国依法对其进行惩罚。他为自己辩护。,菲律宾能正视自己的错误吗？
https://www.163.com/dy/article/IHOO3G9O055644E1.html, 没参会的马科斯，要求北京无偿给菲律宾建铁路，真把中国当财神？, 2023-10-23 19:11:30, 司空探, 巴以冲突再此点燃中东地区的战火，美国等多个国家参与其中。欧洲和非洲也都有战火在燃烧着，唯独神秘的东方，中华大地上一派欣欣向荣的景象。中国的一带一路第三届论坛峰会胜利召开，而且此次盛会取得了圆满成功。此次参会的国家多达一百多个，而且还有三十多个国际组织参会。这说明中国号召的一带一路，对于大部分国家的吸引力还是非常大的。此次峰会上，光是签约的企业就达到了三百多家，金额更是创记录。菲律宾此次并没有派出领导人参加此次峰会，看到别的国家都能够和中国合作，菲律宾也是非常眼红。因为之前菲律宾在杜特尔特当总统时期，从中国捞到的好处可不少，但马科斯上台之后，这一切就都变了。之前中国和菲律宾谈妥了一项铁路贷款，内容是菲律宾南部铁路建设。这个项目预计是花费28亿美元，其中超过百分之八十的资金都由中国贷款给菲律宾。根据菲律宾此项目的负责人介绍，本来中国已经对这个项目批准了，但自从马科斯上台之后，对中国的态度发生了一百八十度的转弯，所以导致中国方面撤资。现在这个项目也只能是无限期搁置起来。虽然该项目负责人表示，项目还在继续接洽当中。但明眼人都能够看得出来，凭借菲律宾现在跟中国的关系，中国贷款给菲律宾简直就是奢望。这主要是因为马科斯在南海问题上的错误认知导致的。马科斯一心想要背靠美国这颗大树，希望能够在跟中国的争端上获取利益。但实际效果并不是很好。中国对菲律宾在仁爱礁、黄岩岛等问题上，寸步不让的态度，让菲律宾也无可奈何。即便是有了美国撑腰，菲律宾也只是敢做一些偷鸡摸狗的事情，比如偷偷的向仁爱礁的菲律宾舰艇运送建筑材料等。但每次这样的小聪明，都被中国所识破，最后的结果都是偷鸡不成蚀把米。菲律宾甚至还想派渔民到中国黄岩岛海域进行捕鱼，但结果却是被其他国家的商船给撞烂，导致渔民惨死。凭借这些小动作，马科斯还想让中国给菲律宾贷款修铁路，甚至是白干活，那简直就是痴人说梦。中国目前确实是有钱，成为很多国家眼中的财神爷。但中国不会无缘无故的白白扔钱，尤其是对菲律宾这样的白眼狼，更是不可能多给他们一分钱。,一带一路第三届论坛峰会胜利召开，而且此次盛会取得了圆满成功。此次参会的国家多达一百多个，而且还有三十多个国际组织参会。
https://www.163.com/dy/article/IHSH7ETM0553S2RK.html, 中美菲关系出现历史性转折；马科斯菲律宾演讲燃爆世界, 2023-10-25 06:28:17, 螺丝钉宝宝辅食, 当前国际舞台上，波兰与俄罗斯关系紧张升级引发广泛关注。本文从三个主要角度探讨了这种情况的动态和可能的后果。第一，波兰武器采购的增加表明其对地区安全的高度关注。面对俄罗斯不断增加的军事投资，波兰决定扩大军事实力以应对潜在威胁。此举不仅体现了波兰对自身安全的重视，也给整个地区带来了新的不确定性。军火采购的增加不仅是权力的象征，也是一种对抗的姿势，进一步加剧了双方的紧张关系。其次，俄罗斯对波兰的军事举动做出了快速反应，这使得整个局势变得更加复杂。俄罗斯已采取多项军事行动，包括在边境地区部署导弹系统和加强军事演习。这些行动不仅是对波兰的回应，也是对整个北约的挑衅。随着军事力量的相互积存，战争的风险也随之增加。双方军事对峙不仅造成地区局势紧张，也引发国际社会担忧。国际社会对波俄紧张局势升级表示担忧，担心这将导致地区局势恶化甚至爆发冲突。各国呼吁双方保持和气态度，通过对话和外交解决分歧。毕竟，战争不仅给双方带来巨大损失，也给整个地区乃至世界带来不可猜测的后果。因此，国际社会希望波俄双方能够和平解决分歧，维护地区稳定与安全。这篇文章不仅提到了波兰和俄罗斯的关系，还提到了中国、美国和菲律宾关系的历史转折点。近年来，中菲关系发生了巨大变化。各国复原外交关系，加强经贸合作，共同应对地区和全球挑战。这一变化不仅有利于地区和平稳定，也将为中美关系带来新的活力。不过，耶伦对中国经济放缓的负面评价引发争议。耶伦认为，中国经济放缓可能对全球经济产生不利影响。不过，这种观点也引发了一些人的质疑。他们认为，中国经济增速虽然有所放缓，但仍在保持相对稳定的增速，中国政府已采取措施应对经济下行压力。因此，他们认为耶伦的估量过于悲观，不符合当前中国经济的真实情况。综上所述，当前国际舞台上波俄紧张局势升级，对地区和世界产生了巨大影响。我们希望各方通过对话和外交手段解决分歧，幸免爆发战争。与此同时，还必须关注其他重要的国际关系，例如中美、菲律宾关系的变化以及中国经济的进展等。只有通过合作与对话，才能实现共同进展与繁荣。,波兰与俄罗斯关系的动态和前景
https://www.163.com/dy/article/IHP0RSNS055653HY.html, 南海局势开始升温，菲船与中方舰艇碰撞，马科斯想诱导美国派兵, 2023-10-23 22:26:00, 老桑侃房, 近期，南海局势紧张升级，最让人关注的是菲律宾船只与中国舰艇在南沙群岛仁爱礁海域的碰撞事件。据中国海警部门消息，10月22日，中国海警在仁爱礁海域依法对一艘试图向“坐滩”军舰运送建筑材料的菲律宾船只进行了拦截。具体来说，当天清晨6点，菲律宾的“尤娜扎·五月”2号游艇试图非法进入该海域，其目的是为驻扎在那里的军舰运送建材，而且这艘船在中国海警5203舰艏前故意穿梭，造成了轻微碰撞。值得注意的是，菲律宾船只选择在天还没亮的清晨出动，这一非常规时间点的选择显然预示着其行动的预谋性。仅仅两个小时后，菲律宾的4409号海警船在倒车时撞上了停靠状态的中方琼三沙渔00003船，造成后者右舷受损。这一系列行为表明，菲律宾方面此次明显是有预谋的挑衅。解读这些动向，我们不难发现马科斯政府似乎变得愈发焦虑。他们加大了向“坐滩”军舰的物资运送频率，表明该军舰可能面临解体的危机，迫切需要补给。同时，菲律宾此行为很可能是希望引发中国海警的强烈反应，以此作为在国际上指责中国、并推动仁爱礁问题“国际化”的借口。马科斯的策略是试图让中国海警先发制人，然后以“美菲防御条约”为由，引诱美国介入。然而，他忽视了一个关键点，那就是仁爱礁自古以来就是中国的领土，中国海警的行动完全是在行使自己的权利。而且，他似乎高估了美国的支持。在冒险的代价面前，美国不太可能轻易介入，尤其是对手是中国。因此，马科斯的这一系列策略，看似精心策划，实则不过是徒劳。即使“坐滩”军舰因缺乏补给而面临解体，菲律宾的图谋也不过是白日做梦。,10月22日，中国海警在仁爱礁海域依法对一艘试图向“坐滩”军舰运送建筑材料的菲律宾船只进行了拦截。
https://www.163.com/dy/article/IHP6N0QA055649JW.html, 就在刚刚！菲率先动手，中方舰艇受损，小马科斯要狗急跳墙, 2023-10-23 23:26:50, 小陈讲史, 在这个快速变化的国际舞台上，国家之间的军事策略和行动日趋复杂。对于普通公民来说，理解这些动态可能是一个挑战。但当我们从国家的角度观察这些动态时，就能更深入地了解背后的策略和考量。这里，我们将探索各国的军事动作、演习、合作与竞争，不仅为您解读当下的国际新闻，更重要的是，带您理解它们背后的深层含义。让我们共同深入这场不断演变的国际军事局势。大战一触即发？菲率先动手，中方舰艇受损，小马科斯要狗急跳墙！在国际政治的巨大舞台上，每一处波澜都可能成为燃点，引起全球的关注。如今，南海局势和巴以关系就是这两个燃点，吸引着众多目光。特别是中国和菲律宾之间围绕仁爱礁的争端，更是如火上浇油，为国际社会增添了一抹紧张色彩。回溯历史的长河，我们能看到，南海问题其实并非一蹴而就的事件。1999年，菲律宾在仁爱礁附近搁浅的军舰，成为了一颗定时炸弹，预示着一场巨大的风暴。自此，关于仁爱礁主权的问题，成为了中菲关系中的一块心结。而在这段时间里，中国一直坚持以和平为主，通过外交途径解决争议，这也是为何许多国际观察家对中国的南海策略持肯定态度。但最近的菲律宾攻击行为，却给这块心结又加了一笔重重的阴影。当菲律宾试图向搁浅的军舰运送救援物资时，却被中国海警所阻。这一事件无疑是火上浇油，使得中菲紧张局势达到了一个新高点。这种紧张氛围下的决策，往往容易失去理智，从而导致不良后果。正因如此，菲律宾对中国船只的攻击行为，被多数国际观察家视为挑战仁爱礁主权，是一种对南海稳定的考验。这一做法被广大国际社会认为是短视和危险的。南海，作为全球最繁忙的航道之一，其稳定与否关系到全球经济的命脉。现在，我们所关注的焦点问题不仅仅是关于一个礁石的主权，更是关于地区和平、国际稳定、以及如何和平解决争端的问题。在这个问题上，国际社会需要发挥调解和平稳定的作用，而各方也应共同努力，以对话和谈判为主，避免再次做出冲动的选择。综上所述，仁爱礁争端仍是一块烫手的山芋。但只要各方都能坚持和平、理智与对话，相信未来的南海，依然可以是和平与繁荣的。就在刚刚：深夜战斗突然打响，4个重装旅全部投入战斗！近日，以色列和哈马斯的新一轮冲突，如同一个黑暗的风暴，再次笼罩了中东。这次，以色列施展了其强大的军事之翼，动用了超过60架战斗机的空袭和4个重装旅的陆军，针对哈马斯的行动进行反击。这引发了国际社会对这场已持续数十年的冲突的反思，带着我们深入探讨其背后复杂的因果关系。在冲突的核心，巴勒斯坦民众对土地和自决权的强烈渴求与以色列对国家利益的坚守交织成一团难以解的纠葛。哈马斯，作为巴勒斯坦的重要代表，选择了以武力反抗，试图借此与以色列站在同一个谈判桌前。以色列，拥有一支现代化的国防军，手中握有众多先进的武器，显然在军事力量上占有明显的优势。而这一次的行动，显然是想要展现它们坚决维护国家利益的决心。但用武之事，终究只是暂时的，它不能解决冲突的根本问题。真正的解决之道，要从政治、宗教、经济等各个层面进行深入的思考和努力。和平对话与国际合作是关键。短暂的军事行动或许可以带来暂时的平静，但长久的和平需要更多的智慧和努力。我们不能否认，战争只会带给人们更多的痛苦和伤痕。真正的出路，是坐下来，真心真意地进行谈判，以实现双方的利益和和平的愿景。最后，这一冲突也是对整个世界的警示，全球的和平与稳定始终都是脆弱的。但只要我们加强合作与理解，相信我们可以一同创造一个充满和平、公正和繁荣的未来。这是我们共同的责任，也是未来的希望所在。希望中东，这片历史与文化交织的土地，能够早日实现真正的和平与繁荣。伊朗开火就打，12架北约战机升空：恐怖大爆炸以军钻地弹爆破近日，伊朗的导弹活动再次点燃了中东地区的火药桶。令人震惊的是，这些导弹似乎直指以色列支持的伊拉克什叶派武装，引发了国际社会的广泛关注和担忧。北约空军迅速响应，为以色列提供了重要的空中支援。短短时间内，12架北约战机已经空中部署，这一坚决行动凸显了北约对维护中东地区安全稳定的决心。而在美国，对于伊朗的这次行为，华盛顿毫不留情。一名美国高官表示：“伊朗的这一行为绝不容忍。我们与以色列同在，那些试图威胁或挑衅我们盟友的，必须为其行为付出代价。”以色列也未坐以待毙，迅速采取了反击行动。据报道，以色列军队已经在叙利亚南部开始地道爆破，旨在消除潜在的威胁。然而，不仅是这些直接涉及的国家，整个中东其他国家对于局势升级都表示出深深的忧虑，担心这可能是一场更大冲突的前奏。他们纷纷发出呼声，希望各方能够保持克制，避免进一步的冲突。与此同时，为了进一步支援以色列并向伊朗传达决心，北约空军派出更多的战机执行空中任务。而美国在近几天也向全球展示了其军事威力，旨在震慑潜在的敌人，并加强与其盟友之间的合作关系。此事不仅令中东地区持续紧张，全球许多国家也都在关注这一局势，对未来的走向表示忧虑。这次危机再次提醒了我们，面对紧张局势，国际社会必须共同努力，争取和平与稳定，以实现长期的共同繁荣。,大战一触即发？菲率先动手，中方舰艇受损，小马科斯要狗急跳墙!在国际政治的巨大不确定性下，大国博弈更加激烈。
https://www.163.com/dy/article/IDHKNGF5055634O0.html, 马科斯姐姐当众质问，台海问题跟菲律宾有何关系？马科斯对华承诺, 2023-09-01 07:55:03, 复合肥共享富贵爱音乐, 美国与菲律宾的国防合作正因国内反对声音的崛起而陷入动荡，这一现象引发了人们的深刻思考。回顾近期发生在菲律宾国会听证会上的一幕，菲律宾参议员艾美·马科斯的质问在这个问题上具有重要意义：“我们和台海冲突有什么关系？我们和台海冲突有什么关系？我不明白！”这个问题折射出菲律宾内部困惑的声音。众所周知，菲律宾计划再次向美国开放四个基地，其中一处靠近南海，三处靠近台岛。这一举动引发国内反对声音的主要原因之一，无疑是这四处基地的战略定位，它们的存在似乎是对中国发出的某种暗示。这种明显的针对性使人不禁质疑：为何菲律宾要对中国采取如此姿态，而且还要跃跃欲试地涉足台海问题？这样的举动真的符合菲律宾自身的国家利益吗？艾美·马科斯作为菲律宾总统马科斯的亲姐姐，她在听证会上的质问引发了更深层次的思考。尽管质问的对象是菲律宾的国防长，但实质上她在质问自己的亲弟弟：为何要将菲律宾置于台海问题的第一线？然而，这并不意味着马科斯家族内部出现了不和。菲律宾一直以来都是家族政治的舞台，各个大家族之间的轮流执政似乎成了一种惯例。马科斯家族也不例外，小马科斯作为“总统二代”，继承了父亲的政治遗志。类似的例子在菲律宾政坛屡见不鲜，例如杜特尔特总统的女儿曾与他产生过分歧。这些政治“表演”实际上是家族利益的一种抉择，将政治利益分散以保障家族在政坛上的地位。不过，马科斯对于国内关切做出了承诺，声称菲律宾不会允许利用基地进行任何进攻性的行动，这些基地仅在菲律宾需要时提供帮助。马科斯试图通过此举平息中国的担忧，强调基地并非用于针对中国的军事行动。此外，他还提到，让美国进驻菲律宾是为了在自然灾害发生时能够提供帮助，试图淡化美军存在的影响。然而，这样的承诺是否能够被相信值得深思。首先，一旦美军进驻，其行动将不受菲律宾的掌控，而是听命于美国的战略需要。事实上，美国在全球范围内的驻军都表现出对本国利益的维护至上。菲律宾是否有能力左右美国的决策？这显然是不现实的设想。其次，马科斯的言辞和举动仍引发疑虑。他不仅向美军敞开大门，还试图将日本自卫队拉入菲律宾。这种种迹象让人怀疑，马科斯的目标是否只是为了“救灾”，还是别有用心。总之，美国与菲律宾国防合作的背后存在着复杂的政治考量。菲律宾的举动不仅与国内家族政治紧密相关，更涉及地区安全格局。马科斯的表态或许只是政治舞台上的一时之计，但从长远来看，菲律宾需要审慎思考其与外部军事力量合作的战略意义。只有坚持本国的独立利益，才能确保地区和平与稳定的实现。,美国与菲律宾的国防合作正因国内反对声音的崛起而陷入动荡，这一现象引发了人们的深刻思考。菲律宾参议员艾美·马科斯的质问在这个问题上具有重要意义。
https://www.163.com/dy/article/IHM1LB25055658CJ.html, 马科斯缺席中国会议，却向中国索要资金帮助菲律宾修建铁路, 2023-10-22 18:00:52, 史故事, 我们首先关注以色列-巴勒斯坦冲突。该地区的紧张局势不仅影响到中东地区，也在一定程度上引起了美国的关注。这促使美国派出两艘航母前往中东，南海的菲律宾似乎也因此变得相对安静。这是因为美国是菲律宾的盟友，而巴以冲突凸显了美国在中东的担忧。不过，这个安静只能是表面现象，因为南海问题一直是该地区的一大关注点！国际会议在中国召开与此同时，中国成功举办了包括东盟国家领导人在内的130多个国家代表参加的国际会议。此次盛会，展现了中国式的签约效率。近300家企业代表签署合作协议，创历史新高。此外，还有25个国家和国际组织的领导人亲自来华寻求合作机会。其中包括东盟五个国家，几乎涵盖了东盟国家元首的一半。这让无法出席会议的菲律宾总统总统和马科斯感到担忧。为此，菲律宾主动提出与中国就南部长途铁路项目贷款进行谈判。这表明，即使南海存在争议，菲律宾也明白与中国合作给自己带来的潜在好处。南方长途铁路项目的背景南方长途铁路项目并不是什么新鲜事。该项目最早在杜特尔特-总统执政期间提出，不少中国企业中标了部分项目。菲律宾方面表示，该项目预计耗资28亿美元，其中85%将由中国贷款支付。然而，今年早些时候，中国宣布将撤回对这些项目的资助。这需要政权更迭期间复杂的政治动态。小马科斯政府上台后表示，以“尊重新政府”为由，将撤回贷款申请。但不久之后，菲律宾试图与中国重新谈判，甚至有消息称日本计划提供较低利率贷款，试图让中国做出让步。因此，菲律宾之间合作和往返交通的中断是南方长线铁路项目出现问题的原因之一。菲律宾的新提案如今，马科斯政府正在寻求利率为2.5%的融资协议，低于最初与中国达成的3%。但我们需要明白的是，当前中菲关系已经发生变化。在杜特尔特和总统的领导下，菲律宾奉行战略独立，积极与中国合作，并试图通过双边谈判解决南海问题。然而，马科斯新政府在涉华问题上却前后矛盾。该国接受中国投资的同时，经常向中国挑衅，甚至试图将美国卷入南海问题，损害了中菲关系。菲律宾现在希望中国支持南部长途铁路项目。但在中菲关系充满不确定性的情况下，这种预期或许过于乐观。中国的合作能力马尼拉项目对于中国来说，与其他东盟国家合作是一种选择，但这也需要在安全和经济利益之间进行权衡。此前，由于美国的干涉，菲律宾暂停了与中国在马尼拉项目的合作。中国公司项目获得批准后，美国官员以“中国填海造岛会污染环境”为由要求马科斯政府暂停合作，但马科斯政府答应了美国的要求。这表明中国与菲律宾合作时的安全和经济利益并不总是得到保护。最后综上所述，南海问题对中菲合作产生了复杂影响。尽管菲律宾表达了与中国合作的意愿，但其不一致的行为和过去的政治动态使这种合作充满挑战。中方必须谨慎平衡自身安全与经济利益，菲方则必须积极采取行动改善双边关系，实现合作共赢的目标。如果您对此有什么看法，欢迎在下方评论区留言！,国际会议在中国召开，菲律宾相对安静，这是表面现象
https://www.163.com/dy/article/IHONVGT7051597HS.html, 中菲船只“相撞”事件后，小马科斯正式表态，我国反将菲方一军, 2023-10-23 19:09:18, DS北风, 如今，中美博弈之下，仗着美国的支持，菲律宾总有种不切实际的妄想，认为仅仅凭借一艘坐滩军舰，就能慢慢将仁爱礁占为己有。但是，菲律宾忘了最重要的一点，我国绝不容忍一寸领土的失去。继八月份擅闯仁爱礁之后，菲律宾停不下来了，已经第三次想要挑战我国的底线，非要将非法建筑材料，运到那艘坐滩军舰上。菲律宾越是这么着急，越证明我国拦截的必要性，无论如何就是不能让菲船只进去。这里面的道理，懂得都懂，菲律宾那艘“非法坐滩”的二战军舰马德雷山号，已经停留在仁爱礁上，长达24年之久。军舰都是有寿命的，菲律宾这么不管不顾，强行运送建筑材料，就证明这艘破军舰不行了，离沉底不远了。一旦马德雷山号不复存在了，那么菲律宾想要借机，在仁爱礁上搞事，想要将我领土占为己有，就变成一件难上加难的事。此次中菲船只“相撞”，我国已经亮出最强硬的态度，菲律宾船只想要强行闯入，没门，除非不想活了。这件事情之后，菲律宾又开始倒打一耙了，向我国发出威胁，声称“强烈谴责中国船只的‘危险拦截’行为，如果中方继续阻止菲方补给任务，那么可能引发‘灾难性后果’。”菲律宾这种表态，看着就是向我国放话，让我国让步。但是我国海警船不是被吓大的，菲律宾想要尝试的话，注定是有来无回。眼看事情闹得很大，菲律宾总统小马科斯开始正式表态。据悉，在我方海警船依法拦截菲船只后，小马科斯在与菲安全部门会面后表示，“菲海岸警卫队船只，在南海海域与中国海警船‘相撞’后，受到损伤。”一副受害者心态。随着小马科斯表态，菲律宾政府对外发布声明，声称“国家元首已经对仁爱礁地区中菲舰船‘撞击’事件进行调查。事实证明，由于中国海警船‘危险、非法和鲁莽’的行为，所以菲律宾船只受到损伤。”注意，这是菲律宾政府的表态，就证明菲律宾官方将自身违规行为合法化，转而反诬我方海警船，完全不顾中菲经贸交往的事实。从小马科斯和菲政府的所谓“调查结果”来看，菲律宾已经将仁爱礁上中菲船只“相撞”事件，上升到最高级别。从某种程度和视角上来说，菲律宾不是想要息事宁人的态度，而是兴风作浪，想要和我国相持到底。对于主权和领土问题，我国没有任何容忍空间。这次事件很明显是菲方船只挑衅在先。对此，我国绝对不惯着，任由菲律宾胡来。在小马科斯调查之后，菲律宾想要召见我方人员，没想到我方反将菲律宾一军。据悉，日前菲律宾外交部部长助理艾琳召见我国驻菲律宾大使馆首席馆员周志勇，颠倒黑白，强调对仁爱礁的所谓“管辖权”。对此，我国驻菲律宾大使馆首席馆员周志勇强烈抗议，表示“仁爱礁自古就是中国领土，中方再次敦促菲方，重视中方利益和关切，信守诺言，停止挑衅，停止危险举动，停止对中方抹黑。”我大使言辞锋利，“三个停止”直接让菲代表哑口无言。按照一般的外交召见流程，被召见方需要倾听抗议方的意见，然后向更高部门反映。但是，我方没有这么做，就是要给菲律宾当头一棒，让菲律宾知晓厉害！,继八月份擅闯仁爱礁之后，菲律宾停不下来了，已经第三次想要挑战我国的底线，非要将非法建筑材料，运到那艘坐滩军舰上。菲律宾越是这么着急，越证明我国拦截的必要性，无论如何就是不能让菲船只进去。这里面的道理，懂得都懂
https://www.163.com/dy/article/IHPEDOQ905565ANN.html, 菲律宾风向转变，马科斯姐姐提出1个要求，要对中美“一视同仁”, 2023-10-24 01:41:35, 揽胜志成, 近来，菲律宾的政策选择引发广泛争议，引人关注。自马科斯总统上台以来，菲律宾一直对南海地区采取强硬立场，与美国的政策保持一致。然而，最近，却出现了一股不满之声，这一声音来自菲律宾参议院外交关系委员会主席伊梅-马科斯，她提出了一项备受争议的要求，呼吁菲律宾军方应对中美的军事活动采取公平态度。这一要求背后，是美国军机未提前通报的情况下降落在菲律宾首都马尼拉机场，并飞往巴拉望岛机场的事件。这引发了一系列对于菲律宾是否应该更公平对待中美两国军事活动的质疑。然而，要理解这一局面，我们需要回顾一下伊梅-马科斯长期以来反对过于亲美的立场。她早在去年10月就提出了一系列菲律宾外交应遵守的原则，其中包括不与美国结盟、不与中国对抗等。她主张，菲律宾应与中美两国保持广泛的接触，而不应陷入二选一的困境。总体而言，伊梅-马科斯和杜特尔特总统的表态强调了菲律宾国内对于与中美两国关系的清晰认知。他们主张菲律宾不应盲目跟随美国的政策，也不应与中国对抗，而应保持独立自主的外交立场。这对于现任总统马科斯来说，无疑是一项巨大挑战，因为他曾承诺不站队于中美之间，但在任期内，菲律宾与美国的紧密关系逐渐显露。在这个动荡的背景下，菲律宾政府面临着复杂的外交抉择，必须审慎考虑各种因素，以确保国家的长远利益。这个案例突显了外交政策的重要性，国内舆论和民意的影响力，以及在地缘政治竞争中保持独立性和平衡的难题。菲律宾政府可能需要重新调整政策，以维护国家的利益和稳定。,菲律宾总统马科斯近日提出了一项备受争议的要求，呼吁菲军方应对中美的军事活动采取公平态度。这一要求背后，是美国军机未提前通报的情况下降落在菲律宾首都马尼拉机场，并飞往巴拉望岛机场。这引发了一系列对于美国不闻不问的指责。
https://www.163.com/dy/article/IHJ03JRJ0553RKO6.html, 中菲关系都这样了，还想从中国借钱的小马科斯，拎不清自己的斤两, 2023-10-21 13:35:56, 指尖动感音乐, 当前，一提到中菲关系，人们常常想到的是南海争端，而双边经贸合作在舆论中的存在感似乎有所减弱。然而，根据知情人士透露，菲律宾国家铁路公司仍在与中国就南部基础设施项目的贷款融资问题进行谈判。尽管菲律宾国铁的负责人承认了谈判的存在，但他没有透露具体的时间表。菲律宾国铁负责人表示，南海争端“应该”不会对谈判产生负面影响，更多的取决于中国是否对该项目感兴趣。然而，菲律宾交通部和财政部也在紧急准备应对措施，以防止谈判失败，导致项目无法顺利进行。这表明在菲律宾国内，对于谈判进展并不十分乐观。这些相关谈判已经进行了一段时间。最早可以追溯到菲律宾前总统老杜时代提出的“大建特建”计划。当时，中菲进行了多次关于铁路建设的接触，但一直在贷款利率等问题上未能达成一致，因此不得不搁置谈判。随后，小马科斯上台后重新启动了这些谈判。今年年初，他访问中国时也提到了与中国的合作事宜。这表明，无论小马科斯和老杜在对华外交政策上存在何种分歧，有一点是共识的，那就是中国是最理想的基础设施建设合作伙伴之一。尽管菲律宾国铁负责人表示“没有具体的时间表”，但菲律宾交通部的副部长在上个月透露，如果菲律宾在12月底之前无法获得中国提供的贷款协议，价值约1420亿比索，他们可能会撤回申请。因此，时间窗口似乎已经所剩无几。需要指出的是，菲律宾国铁强调南海争端不会对铁路项目产生负面影响，但实际上，菲律宾的南海问题立场已经引起了广泛关注。一些观察者认为，南海问题已成为菲律宾政治筹码，小马科斯试图从中国和美国两头争取经济和军事保障利益。然而，这种策略可能会对中国核心利益产生潜在损害，同时也为中菲关系引入不确定性。如果菲律宾升级南海争端，中方可能会采取相应的反制措施，进一步威胁双方的经贸合作。因此，菲律宾必须谨慎处理南海问题，认识到南海问题不应成为谈判筹码。与此同时，外部因素也可能对中菲经贸合作产生负面影响。例如，美国曾向菲律宾施压，要求其以所谓的“环境担忧”为由，停止中菲在马尼拉的填海造陆项目。菲律宾内部也有一些政客，试图放大南海问题，鼓吹放弃与中国合作建设高铁，并在国会内施加影响，干扰合作进程。总之，尽管菲律宾国铁强调南海问题不会影响铁路项目，但实际情况可能更为复杂。菲律宾国铁已经投入大量时间和资源进行谈判和项目规划。如果项目中断，将面临巨大的沉没成本。然而，如果谈判能够迅速达成协议，这些铁路项目有望在2028年之前完成，成为中菲关系的代表性成果，也将为菲律宾的交通运输网络带来显著改善。前提是菲律宾必须正确处理南海问题，认识到南海问题不应成为谈判筹码。与此同时，参与中菲经贸交流的各方应发挥自身影响力，避免菲律宾高层的单方面行动将中菲关系推向死胡同。只有如此，中菲关系才能持续向前发展。,菲律宾国家铁路公司仍在与中国就南部基础设施项目的贷款融资问题进行谈判。虽然菲律宾国铁负责人没有透露具体的时间表，但该负责人认为南海争端“应该”不会对谈判产生负面影响。
